#run,start_time,stop_time,species,cell,charge_avg_online,charge_avg_offline,charge_avg_offline_err,run_dose(Pe/cm2)
17364,2022-11-05 03:04:00-04:00,2022-11-05 04:30:00-04:00,p,20,-0.6466,-0.6139,0.000968,0.088747089
17366,2022-11-05 04:47:00-04:00,2022-11-05 04:53:00-04:00,p,20,-0.5992,-0.5672,0.003352,0.006423811
17368,2022-11-05 13:08:00-04:00,2022-11-05 15:42:00-04:00,p,20,-0.626,-0.4544,0.000752,0.115967822
17371,2022-11-06 09:40:00-05:00,2022-11-06 12:13:00-05:00,p,20,0.8036,0.7688,0.001017,0.118426471
17373,2022-11-06 13:16:00-05:00,2022-11-06 17:42:00-05:00,p,20,0.7896,0.7547,0.00072,0.229193714
17374,2022-11-06 17:45:00-05:00,2022-11-06 23:11:00-05:00,p,20,0.7741,0.7391,0.000714,0.220304271
17375,2022-11-07 01:58:00-05:00,2022-11-07 05:51:00-05:00,p,20,0.7643,0.7289,0.000708,0.230539425
17376,2022-11-07 05:54:00-05:00,2022-11-07 07:55:00-05:00,p,20,0.758,0.7221,0.001278,0.065721423
17379,2022-11-07 14:23:00-05:00,2022-11-07 19:53:00-05:00,p,20,0.7562,0.7202,0.000691,0.208355954
17381,2022-11-07 21:23:00-05:00,2022-11-08 01:22:00-05:00,p,20,0.7496,0.7133,0.000777,0.156438594
17382,2022-11-07 01:28:00-05:00,2022-11-07 05:07:00-05:00,p,20,0.7652,0.73,0.000772,0.192301862
17575,2023-02-15 01:07:00-05:00,2023-02-15 01:33:00-05:00,p,15,0.3264,0.3509,0.004827,0.021652043
17576,2023-02-15 01:39:00-05:00,2023-02-15 05:39:00-05:00,p,15,0.3418,0.3673,0.001896,0.146449167
17577,2023-02-15 05:50:00-05:00,2023-02-15 09:50:00-05:00,p,15,0.36,0.3857,0.001755,0.198178559
17581,2023-02-15 10:26:00-05:00,2023-02-15 11:52:00-05:00,p,15,0.3612,0.3865,0.003005,0.064944265
17583,2023-02-15 12:26:00-05:00,2023-02-15 12:39:00-05:00,p,15,0.3622,0.3872,0.008228,0.009018156
17584,2023-02-15 12:47:00-05:00,2023-02-15 16:57:00-05:00,p,15,0.3614,0.386,0.001711,0.205288219
17585,2023-02-15 17:01:00-05:00,2023-02-15 21:02:00-05:00,p,15,0.3613,0.3851,0.001751,0.18443978
17586,2023-02-15 21:05:00-05:00,2023-02-16 01:05:00-05:00,p,15,0.3612,0.3842,0.001712,0.185633554
17587,2023-02-16 01:09:00-05:00,2023-02-16 05:05:00-05:00,p,15,0.3624,0.3851,0.002018,0.128737001
17588,2023-02-16 05:14:00-05:00,2023-02-16 07:17:00-05:00,p,15,0.3595,0.3813,0.00302,0.060700156
17589,2023-02-16 08:55:00-05:00,2023-02-16 12:53:00-05:00,p,15,0.3637,0.381,0.001818,0.175418477
17593,2023-02-16 17:15:00-05:00,2023-02-16 21:16:00-05:00,p,15,0.3646,0.3815,0.002061,0.126005686
17594,2023-02-16 21:20:00-05:00,2023-02-17 01:23:00-05:00,p,15,0.3627,0.3788,0.001711,0.174131739
17595,2023-02-17 01:26:00-05:00,2023-02-17 05:25:00-05:00,p,15,0.3612,0.3769,0.00183,0.151780453
17596,2023-02-17 05:27:00-05:00,2023-02-17 08:29:00-05:00,p,15,0.3596,0.3751,0.0022,0.115268358
17597,2023-02-17 08:37:00-05:00,2023-02-17 09:32:00-05:00,p,15,0.3602,0.3758,0.003714,0.039901865
17598,2023-02-17 15:15:00-05:00,2023-02-17 18:43:00-05:00,p,15,-0.2642,-0.2843,0.001506,0.143169982
17599,2023-02-17 20:34:00-05:00,2023-02-17 21:42:00-05:00,p,15,-0.5811,-0.3266,0.002818,0.053809949
17600,2023-02-17 21:46:00-05:00,2023-02-18 01:45:00-05:00,p,15,-0.5806,-0.3261,0.001649,0.162433843
17601,2023-02-18 01:47:00-05:00,2023-02-18 05:45:00-05:00,p,15,-0.5778,-0.3245,0.001744,0.138960796
17602,2023-02-18 05:48:00-05:00,2023-02-18 07:11:00-05:00,p,15,-0.5782,-0.3246,0.004588,0.020180329
17603,2023-02-18 09:22:00-05:00,2023-02-18 13:27:00-05:00,p,15,-0.5948,-0.3338,0.001897,0.126296747
17604,2023-02-18 13:29:00-05:00,2023-02-18 17:29:00-05:00,p,15,-0.5873,-0.3292,0.001584,0.183369321
17605,2023-02-18 17:33:00-05:00,2023-02-18 21:38:00-05:00,p,15,-0.5825,-0.3262,0.001542,0.189161717
17606,2023-02-18 21:44:00-05:00,2023-02-19 01:56:00-05:00,p,15,-0.5793,-0.324,0.001454,0.194237122
17607,2023-02-19 02:00:00-05:00,2023-02-19 05:50:00-05:00,p,15,-0.5754,-0.3215,0.00155,0.176543358
17608,2023-02-19 06:27:00-05:00,2023-02-19 11:07:00-05:00,p,15,-0.575,-0.3207,0.00142,0.206834619
17609,2023-02-19 11:12:00-05:00,2023-02-19 11:32:00-05:00,p,15,-0.582,-0.3233,0.009671,0.003223735
17610,2023-02-19 12:06:00-05:00,2023-02-19 16:18:00-05:00,p,15,-0.5809,-0.3226,0.001458,0.19016015
17611,2023-02-19 16:34:00-05:00,2023-02-19 18:54:00-05:00,p,15,-0.5825,-0.3234,0.002111,0.089311255
17617,2023-02-19 06:47:00-05:00,2023-02-19 08:54:00-05:00,p,15,-0.5729,-0.3199,0.002005,0.107024785
17720,2023-03-07 04:09:00-05:00,2023-03-07 07:12:00-05:00,p,15,0.4188,0.4302,0.001942,0.112031379
17721,2023-03-07 07:29:00-05:00,2023-03-07 09:55:00-05:00,p,15,0.4353,0.4456,0.002455,0.072076662
17724,2023-03-07 17:32:00-05:00,2023-03-07 19:18:00-05:00,p,15,0.4659,0.4742,0.004814,0.021209975
17725,2023-03-07 19:49:00-05:00,2023-03-07 23:23:00-05:00,p,15,0.4683,0.4758,0.001964,0.128073732
17726,2023-03-07 23:31:00-05:00,2023-03-08 00:24:00-05:00,p,15,0.4689,0.4758,0.003952,0.033205901
17727,2023-03-08 01:27:00-05:00,2023-03-08 05:10:00-05:00,p,15,0.4715,0.4775,0.001787,0.162860144
17728,2023-03-08 05:13:00-05:00,2023-03-08 06:43:00-05:00,p,15,0.4722,0.4774,0.00304,0.050910591
17729,2023-03-08 06:48:00-05:00,2023-03-08 07:32:00-05:00,p,15,0.4727,0.478,0.003921,0.03358881
17732,2023-03-08 11:01:00-05:00,2023-03-08 15:01:00-05:00,p,15,0.4774,0.4819,0.002082,0.121437385
17733,2023-03-08 15:03:00-05:00,2023-03-08 15:59:00-05:00,p,15,0.4752,0.4789,0.004163,0.029609531
17734,2023-03-08 16:04:00-05:00,2023-03-08 20:00:00-05:00,p,15,0.4766,0.4796,0.001779,0.168409901
17735,2023-03-08 20:10:00-05:00,2023-03-08 21:39:00-05:00,p,15,0.4767,0.4792,0.003385,0.045244362
17737,2023-03-08 23:28:00-05:00,2023-03-09 03:28:00-05:00,p,15,0.4782,0.48,0.001727,0.178819697
17738,2023-03-09 03:30:00-05:00,2023-03-09 07:27:00-05:00,p,15,0.4768,0.4774,0.001779,0.171498541
17740,2023-03-09 07:53:00-05:00,2023-03-09 11:55:00-05:00,p,15,0.4763,0.4761,0.001912,0.150829775
17741,2023-03-09 12:04:00-05:00,2023-03-09 14:54:00-05:00,p,15,0.4753,0.4744,0.002055,0.130014375
17748,2023-03-10 14:47:00-05:00,2023-03-10 15:14:00-05:00,p,15,-0.5952,-0.7082,0.044038,0.004071507
17750,2023-03-10 22:17:00-05:00,2023-03-11 00:41:00-05:00,p,15,-0.6481,-0.77,0.010295,0.086421026
17751,2023-03-11 01:12:00-05:00,2023-03-11 05:11:00-05:00,p,15,-0.6286,-0.7448,0.00752,0.157212363
17752,2023-03-11 05:22:00-05:00,2023-03-11 07:55:00-05:00,p,15,-0.6193,-0.7332,0.009308,0.099416914
17753,2023-03-11 08:10:00-05:00,2023-03-11 11:39:00-05:00,p,15,-0.6165,-0.7286,0.007603,0.143998699
17754,2023-03-11 13:12:00-05:00,2023-03-11 15:44:00-05:00,p,15,-0.6182,-0.7302,0.009082,0.106439796
17755,2023-03-11 16:05:00-05:00,2023-03-11 18:32:00-05:00,p,15,-0.617,-0.7283,0.008918,0.111277955
17756,2023-03-11 18:38:00-05:00,2023-03-11 22:38:00-05:00,p,15,-0.6152,-0.7253,0.007415,0.166786026
17757,2023-03-11 22:41:00-05:00,2023-03-12 01:04:00-05:00,p,15,-0.6148,-0.7238,0.009747,0.096145713
17758,2023-03-12 01:11:00-05:00,2023-03-12 05:52:00-04:00,p,15,-0.6148,-0.7238,0.009747,0.096145713
17759,2023-03-12 05:59:00-04:00,2023-03-12 09:36:00-04:00,p,15,-0.6098,-0.7167,0.00686,0.181846559
17760,2023-03-12 09:51:00-04:00,2023-03-12 12:47:00-04:00,p,15,-0.606,-0.7108,0.007588,0.144301428
17762,2023-03-12 13:14:00-04:00,2023-03-12 15:18:00-04:00,p,15,-0.6048,-0.7094,0.00927,0.09310585
17769,2023-03-13 18:27:00-04:00,2023-03-13 22:09:00-04:00,p,15,0.6459,0.7754,0.006777,0.156590691
17770,2023-03-13 22:38:00-04:00,2023-03-14 02:22:00-04:00,p,15,0.627,0.7518,0.008227,0.193898652
17771,2023-03-14 02:27:00-04:00,2023-03-14 05:36:00-04:00,p,15,0.6149,0.7366,0.009448,0.146780261
17772,2023-03-14 05:59:00-04:00,2023-03-14 09:57:00-04:00,p,15,0.6295,0.7525,0.008208,0.182945769
17774,2023-03-14 15:40:00-04:00,2023-03-14 16:54:00-04:00,p,15,-0.5878,-0.6987,0.023452,0.01703789
17775,2023-03-14 17:08:00-04:00,2023-03-14 21:07:00-04:00,p,15,-0.5898,-0.7004,0.00746,0.187685519
17776,2023-03-14 21:11:00-04:00,2023-03-15 01:02:00-04:00,p,15,-0.5822,-0.6903,0.007322,0.192773122
17777,2023-03-15 01:05:00-04:00,2023-03-15 04:50:00-04:00,p,15,-0.584,-0.6916,0.007456,0.192724824
17778,2023-03-15 04:52:00-04:00,2023-03-15 08:11:00-04:00,p,15,-0.5843,-0.6918,0.00824,0.155247946
16270,2022-07-08 07:48:00-04:00,2022-07-08 10:41:00-04:00,d,20,0.0726,0.2461,0.000206,0.058990426
16273,2022-07-09 00:06:00-04:00,2022-07-09 02:25:00-04:00,d,20,0.0683,0.2351,0.000198,0.057382536
16277,2022-07-09 06:49:00-04:00,2022-07-09 09:49:00-04:00,d,20,0.0865,0.163,0.000218,0.077939937
16279,2022-07-09 22:45:00-04:00,2022-07-10 01:29:00-04:00,d,20,0.0641,0.1646,0.000241,0.068500629
16281,2022-07-10 09:37:00-04:00,2022-07-10 13:41:00-04:00,d,20,0.064,0.1627,0.000207,0.086453497
16283,2022-07-10 13:59:00-04:00,2022-07-10 15:55:00-04:00,d,20,0.0658,0.1684,0.000407,0.024312434
16284,2022-07-10 16:18:00-04:00,2022-07-10 19:26:00-04:00,d,20,0.0456,0.1407,0.00012,0.065092918
16285,2022-07-10 20:20:00-04:00,2022-07-11 00:20:00-04:00,d,20,0.0661,0.199,0.0002,0.10934291
16286,2022-07-11 00:24:00-04:00,2022-07-11 04:22:00-04:00,d,20,0.0704,0.21,0.000218,0.102817105
16287,2022-07-11 04:27:00-04:00,2022-07-11 08:29:00-04:00,d,20,0.0756,0.2293,0.000239,0.097629802
16288,2022-07-11 08:31:00-04:00,2022-07-11 11:01:00-04:00,d,20,0.077,0.2358,0.000316,0.062817091
16289,2022-07-11 11:08:00-04:00,2022-07-11 12:27:00-04:00,d,20,0.0802,0.2474,0.000459,0.035980218
16360,2022-07-19 17:16:00-04:00,2022-07-19 17:29:00-04:00,d,20,0.0427,0.0671,0.000829,0.001855248
16361,2022-07-19 17:33:00-04:00,2022-07-19 17:49:00-04:00,d,20,0.0425,0.0699,0.000878,0.001858629
16362,2022-07-19 17:53:00-04:00,2022-07-19 19:01:00-04:00,d,20,0.0433,0.0709,0.000259,0.032734644
16401,2022-07-21 21:01:00-04:00,2022-07-21 21:46:00-04:00,d,20,0.1682,0.1202,0.000227,0.023804604
16403,2022-07-21 22:57:00-04:00,2022-07-22 03:02:00-04:00,d,20,0.2221,0.1644,0.000137,0.124034665
16404,2022-07-22 03:06:00-04:00,2022-07-22 06:56:00-04:00,d,20,0.2533,0.1848,0.000159,0.113669839
16405,2022-07-22 06:58:00-04:00,2022-07-22 10:01:00-04:00,d,20,0.2687,0.202,0.000223,0.065351616
16406,2022-07-22 11:03:00-04:00,2022-07-22 13:05:00-04:00,d,20,0.2723,0.2106,0.000264,0.049524455
16407,2022-07-22 13:23:00-04:00,2022-07-22 14:46:00-04:00,d,20,0.2914,0.2279,0.000349,0.035073977
16408,2022-07-22 14:56:00-04:00,2022-07-22 17:02:00-04:00,d,20,0.3146,0.2394,0.000314,0.048560095
16409,2022-07-22 17:11:00-04:00,2022-07-22 21:11:00-04:00,d,20,0.3294,0.2509,0.000211,0.118151242
16410,2022-07-22 21:44:00-04:00,2022-07-22 23:11:00-04:00,d,20,0.3404,0.2617,0.00043,0.031102873
16411,2022-07-22 23:24:00-04:00,2022-07-23 00:24:00-04:00,d,20,0.3468,0.2666,0.000446,0.030496399
16412,2022-07-23 00:26:00-04:00,2022-07-23 01:00:00-04:00,d,20,0.3476,0.2632,0.000598,0.014403922
16414,2022-07-23 01:40:00-04:00,2022-07-23 03:35:00-04:00,d,20,0.3548,0.2691,0.000331,0.05765704
16415,2022-07-23 03:48:00-04:00,2022-07-23 05:11:00-04:00,d,20,0.3606,0.2766,0.000451,0.030597907
16416,2022-07-23 05:21:00-04:00,2022-07-23 09:22:00-04:00,d,20,0.3669,0.2822,0.000246,0.11290326
16419,2022-07-23 09:59:00-04:00,2022-07-23 13:20:00-04:00,d,20,0.3708,0.2819,0.000257,0.091174301
16420,2022-07-23 13:30:00-04:00,2022-07-23 13:47:00-04:00,d,20,0.3744,0.2899,0.00128,0.003824847
16421,2022-07-23 16:20:00-04:00,2022-07-23 18:16:00-04:00,d,20,0.3819,0.2943,0.000367,0.049160102
16422,2022-07-23 18:42:00-04:00,2022-07-23 22:42:00-04:00,d,20,0.3841,0.2952,0.000254,0.106899398
16423,2022-07-23 22:45:00-04:00,2022-07-24 02:44:00-04:00,d,20,0.3924,0.2996,0.000251,0.113073252
16424,2022-07-24 02:47:00-04:00,2022-07-24 04:36:00-04:00,d,20,0.3979,0.3044,0.00039,0.046523003
16425,2022-07-24 05:00:00-04:00,2022-07-24 06:14:00-04:00,d,20,0.401,0.31,0.000472,0.034105207
16426,2022-07-24 06:28:00-04:00,2022-07-24 10:30:00-04:00,d,20,0.3999,0.3065,0.000264,0.108197802
16432,2022-07-24 11:16:00-04:00,2022-07-24 14:39:00-04:00,d,20,0.4051,0.3172,0.000299,0.082925077
16433,2022-07-24 19:13:00-04:00,2022-07-24 21:21:00-04:00,d,20,-0.0826,-0.1127,0.000174,0.034091243
16434,2022-07-25 01:01:00-04:00,2022-07-25 05:06:00-04:00,d,20,-0.1579,-0.1779,0.000149,0.11190181
16435,2022-07-25 05:18:00-04:00,2022-07-25 09:24:00-04:00,d,20,-0.1838,-0.2023,0.000171,0.112651529
16436,2022-07-25 09:48:00-04:00,2022-07-25 13:27:00-04:00,d,20,-0.201,-0.2252,0.00022,0.093508071
16438,2022-07-25 13:54:00-04:00,2022-07-25 17:54:00-04:00,d,20,-0.2106,-0.2238,0.000202,0.092437299
16440,2022-07-25 20:07:00-04:00,2022-07-25 23:53:00-04:00,d,20,-0.221,-0.2311,0.000205,0.102855053
16441,2022-07-25 23:59:00-04:00,2022-07-26 01:45:00-04:00,d,20,-0.226,-0.2389,0.000299,0.052636875
16442,2022-07-26 02:13:00-04:00,2022-07-26 02:32:00-04:00,d,20,-0.2254,-0.2351,0.000677,0.009446718
16443,2022-07-26 02:38:00-04:00,2022-07-26 06:31:00-04:00,d,20,-0.2258,-0.2363,0.000204,0.1055807
16444,2022-07-26 06:37:00-04:00,2022-07-26 07:12:00-04:00,d,20,-0.2312,-0.2409,0.000552,0.015334563
16445,2022-07-26 07:16:00-04:00,2022-07-26 07:52:00-04:00,d,20,-0.234,-0.2411,0.000542,0.015357799
16447,2022-07-26 09:31:00-04:00,2022-07-26 12:29:00-04:00,d,20,-0.2405,-0.2503,0.000301,0.051848113
16448,2022-07-26 12:56:00-04:00,2022-07-26 15:31:00-04:00,d,20,-0.2458,-0.2546,0.000327,0.043242025
16449,2022-07-26 17:23:00-04:00,2022-07-26 17:41:00-04:00,d,20,-0.2666,-0.2802,0.000946,0.007233723
16455,2022-07-27 16:25:00-04:00,2022-07-27 20:27:00-04:00,d,20,-0.3297,-0.3553,0.000302,0.122096088
16456,2022-07-27 20:30:00-04:00,2022-07-27 20:55:00-04:00,d,20,-0.3379,-0.3644,0.000913,0.014270397
16457,2022-07-27 21:05:00-04:00,2022-07-27 21:16:00-04:00,d,20,-0.3397,-0.366,0.001392,0.005507613
16458,2022-07-27 21:44:00-04:00,2022-07-27 22:26:00-04:00,d,20,-0.3395,-0.3645,0.001024,0.010295032
16460,2022-07-27 22:35:00-04:00,2022-07-28 02:33:00-04:00,d,20,-0.3452,-0.3707,0.000314,0.110876359
16461,2022-07-28 02:36:00-04:00,2022-07-28 06:34:00-04:00,d,20,-0.3536,-0.3835,0.000328,0.111124387
16463,2022-07-28 06:43:00-04:00,2022-07-28 07:58:00-04:00,d,20,-0.3632,-0.3937,0.000615,0.034564175
16465,2022-07-28 20:24:00-04:00,2022-07-28 22:19:00-04:00,d,20,-0.2378,-0.0552,0.000452,0.040192265
16466,2022-07-28 22:32:00-04:00,2022-07-28 22:40:00-04:00,d,20,-0.2684,-0.0629,0.00163,0.004700571
16467,2022-07-28 22:45:00-04:00,2022-07-29 02:52:00-04:00,d,20,-0.3001,-0.0697,0.000335,0.12102156
16468,2022-07-29 02:57:00-04:00,2022-07-29 06:27:00-04:00,d,20,-0.3318,-0.078,0.000417,0.096905136
16469,2022-07-29 06:48:00-04:00,2022-07-29 10:10:00-04:00,d,20,-0.3499,-0.0828,0.000468,0.082685983
16470,2022-07-29 10:31:00-04:00,2022-07-29 14:01:00-04:00,d,20,-0.3575,-0.0843,0.000586,0.053408536
16471,2022-07-29 15:03:00-04:00,2022-07-29 18:59:00-04:00,d,20,-0.3694,-0.0867,0.000423,0.117466836
16472,2022-07-29 19:01:00-04:00,2022-07-29 21:35:00-04:00,d,20,-0.3749,-0.0892,0.000534,0.076765771
16473,2022-07-29 21:45:00-04:00,2022-07-30 01:45:00-04:00,d,20,-0.4005,-0.0947,0.000452,0.127292762
16474,2022-07-30 01:48:00-04:00,2022-07-30 04:42:00-04:00,d,20,-0.4109,-0.0975,0.000549,0.092732761
16475,2022-07-30 05:02:00-04:00,2022-07-30 09:06:00-04:00,d,20,-0.4188,-0.1,0.000487,0.119021558
16476,2022-07-30 09:15:00-04:00,2022-07-30 12:37:00-04:00,d,20,-0.4207,-0.1003,0.000544,0.094491269
16477,2022-07-30 14:42:00-04:00,2022-07-30 18:37:00-04:00,d,20,-0.4347,-0.1009,0.000529,0.094684585
16478,2022-07-30 19:31:00-04:00,2022-07-30 20:51:00-04:00,d,20,-0.4362,-0.0998,0.000965,0.025100838
16480,2022-07-30 21:49:00-04:00,2022-07-30 22:05:00-04:00,d,20,-0.4409,-0.1023,0.002578,0.003520784
16482,2022-07-30 22:46:00-04:00,2022-07-31 02:47:00-04:00,d,20,-0.4331,-0.0992,0.000519,0.101645734
16483,2022-07-31 02:49:00-04:00,2022-07-31 06:48:00-04:00,d,20,-0.4196,-0.0967,0.000515,0.094769776
16484,2022-07-31 06:50:00-04:00,2022-07-31 10:59:00-04:00,d,20,-0.409,-0.0948,0.00047,0.108706434
16489,2022-07-31 12:07:00-04:00,2022-07-31 16:11:00-04:00,d,20,-0.4217,-0.0985,0.000496,0.108090203
16490,2022-07-31 16:13:00-04:00,2022-07-31 20:13:00-04:00,d,20,-0.4312,-0.1008,0.000499,0.114913585
16491,2022-07-31 20:15:00-04:00,2022-07-31 23:14:00-04:00,d,20,-0.41,-0.0968,0.00062,0.066144505
16493,2022-08-01 00:31:00-04:00,2022-08-01 04:29:00-04:00,d,20,-0.3773,-0.0891,0.000448,0.111184405
16494,2022-08-01 04:31:00-04:00,2022-08-01 04:55:00-04:00,d,20,-0.366,-0.0877,0.001617,0.00849069
16495,2022-08-01 05:14:00-04:00,2022-08-01 09:05:00-04:00,d,20,-0.361,-0.0863,0.000446,0.100031688
16498,2022-08-01 14:40:00-04:00,2022-08-01 16:08:00-04:00,d,20,0.3895,0.22,0.000476,0.028914588
16500,2022-08-02 02:17:00-04:00,2022-08-02 06:15:00-04:00,d,20,0.511,0.2956,0.000366,0.105788852
16501,2022-08-02 06:18:00-04:00,2022-08-02 08:42:00-04:00,d,20,0.5201,0.302,0.000564,0.046452024
16502,2022-08-02 09:55:00-04:00,2022-08-02 14:01:00-04:00,d,20,0.5539,0.3268,0.000411,0.101730695
16503,2022-08-02 14:10:00-04:00,2022-08-02 18:09:00-04:00,d,20,0.5622,0.3297,0.000403,0.10217689
16504,2022-08-02 18:11:00-04:00,2022-08-02 21:18:00-04:00,d,20,0.5649,0.3288,0.000506,0.0618492
16505,2022-08-02 21:23:00-04:00,2022-08-02 21:29:00-04:00,d,20,0.5962,0.3485,0.002902,0.001988424
16506,2022-08-02 21:46:00-04:00,2022-08-02 23:08:00-04:00,d,20,0.5968,0.353,0.000746,0.032461269
16507,2022-08-03 08:17:00-04:00,2022-08-03 12:10:00-04:00,d,20,0.6072,0.354,0.000442,0.09931756
16508,2022-08-03 12:30:00-04:00,2022-08-03 14:48:00-04:00,d,20,0.6129,0.3607,0.000672,0.043002011
16509,2022-08-03 15:04:00-04:00,2022-08-03 16:24:00-04:00,d,20,0.6162,0.366,0.000846,0.029138059
16510,2022-08-03 16:31:00-04:00,2022-08-03 20:30:00-04:00,d,20,0.6064,0.3606,0.000449,0.102105064
16511,2022-08-03 20:44:00-04:00,2022-08-04 00:47:00-04:00,d,20,0.6055,0.359,0.00042,0.109870959
16512,2022-08-04 00:50:00-04:00,2022-08-04 04:50:00-04:00,d,20,0.6047,0.3582,0.000425,0.104640429
16513,2022-08-04 04:52:00-04:00,2022-08-04 08:52:00-04:00,d,20,0.606,0.3578,0.000431,0.103715464
16514,2022-08-04 08:55:00-04:00,2022-08-04 12:52:00-04:00,d,20,0.617,0.3645,0.000444,0.103474288
16515,2022-08-04 13:05:00-04:00,2022-08-04 17:07:00-04:00,d,20,0.6182,0.3658,0.000433,0.106259911
16517,2022-08-04 20:00:00-04:00,2022-08-04 21:14:00-04:00,d,20,0.627,0.3717,0.001482,0.009507018
16518,2022-08-04 22:27:00-04:00,2022-08-05 02:31:00-04:00,d,20,0.6216,0.3653,0.000427,0.11800739
16519,2022-08-05 02:35:00-04:00,2022-08-05 05:16:00-04:00,d,20,0.6284,0.3713,0.000554,0.066881935
16520,2022-08-05 05:43:00-04:00,2022-08-05 07:17:00-04:00,d,20,0.6286,0.373,0.000715,0.043828173
16580,2022-08-06 01:45:00-04:00,2022-08-06 02:45:00-04:00,d,20,0.6447,0.3923,0.000922,0.030926522
16581,2022-08-06 02:48:00-04:00,2022-08-06 06:49:00-04:00,d,20,0.6451,0.3876,0.000473,0.110091658
16583,2022-08-06 07:03:00-04:00,2022-08-06 09:43:00-04:00,d,20,0.647,0.387,0.000591,0.063201395
16586,2022-08-06 13:04:00-04:00,2022-08-06 14:27:00-04:00,d,20,0.6525,0.3947,0.00081,0.037289211
16587,2022-08-06 14:34:00-04:00,2022-08-06 16:15:00-04:00,d,20,0.6247,0.3758,0.000693,0.046675649
16588,2022-08-06 16:17:00-04:00,2022-08-06 20:21:00-04:00,d,20,0.6072,0.3658,0.000441,0.11502237
16594,2022-08-06 21:02:00-04:00,2022-08-06 22:05:00-04:00,d,20,0.5684,0.3433,0.000778,0.035348698
16597,2022-08-07 00:03:00-04:00,2022-08-07 04:41:00-04:00,d,20,0.5262,0.3092,0.00036,0.116228172
16598,2022-08-07 04:03:00-04:00,2022-08-07 04:10:00-04:00,d,20,0.5566,0.3313,0.002317,0.003059088
16599,2022-08-07 04:13:00-04:00,2022-08-07 08:13:00-04:00,d,20,0.5717,0.3407,0.000406,0.116349182
16600,2022-08-07 08:16:00-04:00,2022-08-07 12:15:00-04:00,d,20,0.5891,0.3509,0.000422,0.111860104
16601,2022-08-07 12:53:00-04:00,2022-08-07 16:54:00-04:00,d,20,0.5827,0.3435,0.000422,0.106485636
16602,2022-08-07 16:59:00-04:00,2022-08-07 18:14:00-04:00,d,20,0.5441,0.3211,0.000669,0.03958375
16604,2022-08-07 18:40:00-04:00,2022-08-07 22:41:00-04:00,d,20,0.5288,0.3085,0.000362,0.121013005
16609,2022-08-07 23:56:00-04:00,2022-08-08 03:18:00-04:00,d,20,0.53,0.3084,0.000393,0.102657166
16610,2022-08-08 03:30:00-04:00,2022-08-08 07:31:00-04:00,d,20,0.533,0.3096,0.000374,0.112816536
16611,2022-08-08 07:33:00-04:00,2022-08-08 09:22:00-04:00,d,20,0.531,0.3088,0.000642,0.039787569
16615,2022-08-08 13:47:00-04:00,2022-08-08 16:25:00-04:00,d,20,-0.2614,-0.0547,0.000369,0.086118018
16616,2022-08-08 16:39:00-04:00,2022-08-08 20:40:00-04:00,d,20,-0.3239,-0.067,0.00037,0.122899394
16617,2022-08-08 20:44:00-04:00,2022-08-09 00:43:00-04:00,d,20,-0.353,-0.0733,0.000408,0.115993414
16618,2022-08-09 00:46:00-04:00,2022-08-09 02:15:00-04:00,d,20,-0.3758,-0.0783,0.000848,0.030668632
16619,2022-08-09 03:20:00-04:00,2022-08-09 03:59:00-04:00,d,20,-0.3926,-0.0822,0.002233,0.004760344
16620,2022-08-09 04:09:00-04:00,2022-08-09 08:09:00-04:00,d,20,-0.3985,-0.0831,0.000474,0.11225737
16625,2022-08-09 14:58:00-04:00,2022-08-09 16:31:00-04:00,d,20,-0.4096,-0.085,0.000776,0.047533984
16626,2022-08-09 17:14:00-04:00,2022-08-09 21:15:00-04:00,d,20,-0.4202,-0.0881,0.000497,0.119665557
16627,2022-08-09 21:18:00-04:00,2022-08-10 01:30:00-04:00,d,20,-0.4277,-0.0901,0.00048,0.138187603
16628,2022-08-10 01:33:00-04:00,2022-08-10 05:08:00-04:00,d,20,-0.4326,-0.0913,0.000536,0.112805353
16629,2022-08-10 05:20:00-04:00,2022-08-10 09:20:00-04:00,d,20,-0.4354,-0.0921,0.000509,0.123690676
16630,2022-08-10 09:23:00-04:00,2022-08-10 13:22:00-04:00,d,20,-0.4414,-0.0941,0.00051,0.128262797
16631,2022-08-10 13:32:00-04:00,2022-08-10 16:05:00-04:00,d,20,-0.4511,-0.0954,0.000687,0.071441242
16632,2022-08-10 16:40:00-04:00,2022-08-10 19:07:00-04:00,d,20,-0.44,-0.0929,0.000659,0.076516841
16633,2022-08-10 19:23:00-04:00,2022-08-10 23:24:00-04:00,d,20,-0.4312,-0.0915,0.000501,0.125176552
16634,2022-08-10 23:28:00-04:00,2022-08-11 03:28:00-04:00,d,20,-0.4291,-0.0909,0.000499,0.121484261
16636,2022-08-11 03:43:00-04:00,2022-08-11 06:12:00-04:00,d,20,-0.4283,-0.0905,0.000641,0.070194633
16882,2022-09-06 22:23:00-04:00,2022-09-06 23:20:00-04:00,d,20,0.3509,0.3807,0.000105,0.078541227
16884,2022-09-06 23:50:00-04:00,2022-09-07 00:13:00-04:00,d,20,0.3487,0.3784,0.000164,0.031572762
16887,2022-09-07 00:40:00-04:00,2022-09-07 01:38:00-04:00,d,20,0.3471,0.3766,0.000102,0.079717301
16888,2022-09-07 01:43:00-04:00,2022-09-07 03:00:00-04:00,d,20,0.3451,0.3745,8.80E-05,0.102634027
