#run,start_time,stop_time,species,cell,charge_avg_online,charge_avg_offline,charge_avg_offline_err,run_dose(Pe/cm2)
16889,2022-09-07 03:03:00-04:00,2022-09-07 06:39:00-04:00,d,20,0.341,0.3701,5.30E-05,0.272986545
16890,2022-09-07 06:42:00-04:00,2022-09-07 08:05:00-04:00,d,20,0.3377,0.3665,0.000103,0.070668005
16898,2022-09-07 17:38:00-04:00,2022-09-07 18:52:00-04:00,d,20,0.236,0.256,6.80E-05,0.028321739
16899,2022-09-07 18:54:00-04:00,2022-09-07 19:36:00-04:00,d,20,0.2548,0.2765,0.000117,0.014218066
16901,2022-09-07 19:52:00-04:00,2022-09-07 20:32:00-04:00,d,20,0.2713,0.2944,9.80E-05,0.024547618
16902,2022-09-07 20:37:00-04:00,2022-09-08 00:49:00-04:00,d,20,0.3138,0.3365,4.60E-05,0.211281188
16903,2022-09-08 00:56:00-04:00,2022-09-08 04:50:00-04:00,d,20,0.3667,0.378,5.20E-05,0.213265466
16904,2022-09-08 04:56:00-04:00,2022-09-08 08:42:00-04:00,d,20,0.371,0.3825,5.30E-05,0.208713806
16905,2022-09-08 08:49:00-04:00,2022-09-08 13:11:00-04:00,d,20,0.3675,0.3789,4.90E-05,0.247253332
16907,2022-09-08 14:41:00-04:00,2022-09-08 16:36:00-04:00,d,20,0.3657,0.3771,7.80E-05,0.088616389
16908,2022-09-08 16:55:00-04:00,2022-09-08 18:19:00-04:00,d,20,0.3625,0.3738,8.50E-05,0.074911299
16910,2022-09-08 18:48:00-04:00,2022-09-08 22:47:00-04:00,d,20,0.3573,0.3683,5.20E-05,0.188006516
16911,2022-09-08 22:50:00-04:00,2022-09-09 02:30:00-04:00,d,20,0.3458,0.3564,5.00E-05,0.202522471
16912,2022-09-09 02:33:00-04:00,2022-09-09 05:25:00-04:00,d,20,0.341,0.3514,5.80E-05,0.145824307
16913,2022-09-09 05:58:00-04:00,2022-09-09 09:19:00-04:00,d,20,0.3375,0.3479,5.20E-05,0.17516391
16918,2022-09-09 11:43:00-04:00,2022-09-09 13:12:00-04:00,d,20,0.3356,0.3458,7.50E-05,0.083931131
16922,2022-09-09 14:24:00-04:00,2022-09-09 18:18:00-04:00,d,20,0.3342,0.3444,4.70E-05,0.215755208
16923,2022-09-09 19:10:00-04:00,2022-09-09 23:04:00-04:00,d,20,-0.2881,-0.2932,4.70E-05,0.211605868
16924,2022-09-09 23:10:00-04:00,2022-09-10 02:53:00-04:00,d,20,-0.3123,-0.3179,5.10E-05,0.201162585
16925,2022-09-10 03:00:00-04:00,2022-09-10 04:41:00-04:00,d,20,-0.3144,-0.32,7.70E-05,0.090710737
16927,2022-09-10 05:51:00-04:00,2022-09-10 09:24:00-04:00,d,20,-0.3137,-0.3193,5.20E-05,0.202704509
16928,2022-09-10 09:27:00-04:00,2022-09-10 13:02:00-04:00,d,20,-0.3126,-0.3182,5.20E-05,0.201742978
16929,2022-09-10 13:07:00-04:00,2022-09-10 14:10:00-04:00,d,20,-0.3108,-0.3164,9.40E-05,0.059689041
16931,2022-09-10 14:22:00-04:00,2022-09-10 17:59:00-04:00,d,20,-0.3059,-0.3114,5.60E-05,0.166036684
16932,2022-09-10 18:59:00-04:00,2022-09-10 21:57:00-04:00,d,20,-0.3084,-0.314,5.80E-05,0.158017693
16933,2022-09-10 22:57:00-04:00,2022-09-11 02:33:00-04:00,d,20,-0.306,-0.3115,5.10E-05,0.205333473
16934,2022-09-11 02:39:00-04:00,2022-09-11 06:28:00-04:00,d,20,-0.303,-0.3085,5.10E-05,0.196012485
16935,2022-09-11 06:41:00-04:00,2022-09-11 10:20:00-04:00,d,20,-0.3006,-0.306,5.00E-05,0.199279444
16943,2022-09-11 11:31:00-04:00,2022-09-11 11:43:00-04:00,d,20,-0.2979,-0.3033,0.000201,0.012639148
16944,2022-09-11 11:49:00-04:00,2022-09-11 12:57:00-04:00,d,20,-0.296,-0.3014,8.70E-05,0.06491674
16945,2022-09-11 15:38:00-04:00,2022-09-11 18:27:00-04:00,d,20,-0.156,-0.1607,7.00E-05,0.147691387
16946,2022-09-11 18:33:00-04:00,2022-09-11 19:46:00-04:00,d,20,-0.1973,-0.2033,0.000147,0.053078109
16947,2022-09-11 20:12:00-04:00,2022-09-11 23:05:00-04:00,d,20,-0.2285,-0.2354,0.000107,0.133710536
16948,2022-09-11 23:11:00-04:00,2022-09-12 01:41:00-04:00,d,20,-0.2554,-0.263,0.000235,0.033470736
16950,2022-09-12 05:38:00-04:00,2022-09-12 05:44:00-04:00,d,20,-0.2613,-0.2691,0.000564,0.006432488
16951,2022-09-12 05:47:00-04:00,2022-09-12 09:30:00-04:00,d,20,-0.2724,-0.2806,0.000106,0.19082112
16952,2022-09-12 09:38:00-04:00,2022-09-12 13:20:00-04:00,d,20,-0.2906,-0.2993,0.00011,0.197977813
16958,2022-09-12 14:05:00-04:00,2022-09-12 17:33:00-04:00,d,20,-0.3007,-0.3098,0.000115,0.200531374
16959,2022-09-12 17:41:00-04:00,2022-09-12 21:10:00-04:00,d,20,-0.3053,-0.3146,0.000118,0.196738143
16960,2022-09-12 21:21:00-04:00,2022-09-13 00:07:00-04:00,d,20,-0.306,-0.3153,0.000132,0.15367597
16961,2022-09-13 00:14:00-04:00,2022-09-13 00:26:00-04:00,d,20,-0.306,-0.3153,0.000466,0.013448174
16962,2022-09-13 00:31:00-04:00,2022-09-13 00:37:00-04:00,d,20,-0.3057,-0.3151,0.000658,0.006712653
16963,2022-09-13 00:42:00-04:00,2022-09-13 04:09:00-04:00,d,20,-0.3062,-0.3156,0.000118,0.197374711
16964,2022-09-13 04:15:00-04:00,2022-09-13 07:47:00-04:00,d,20,-0.3064,-0.3158,0.000117,0.200292349
16965,2022-09-13 07:49:00-04:00,2022-09-13 11:55:00-04:00,d,20,-0.3063,-0.3157,0.00012,0.188033138
16967,2022-09-13 12:09:00-04:00,2022-09-13 14:18:00-04:00,d,20,-0.3041,-0.3134,0.000149,0.119557146
16968,2022-09-13 14:26:00-04:00,2022-09-13 16:59:00-04:00,d,20,-0.303,-0.3124,0.000135,0.146343952
17039,2022-09-21 03:24:00-04:00,2022-09-21 07:19:00-04:00,d,20,0.4669,0.4462,6.00E-05,0.146321304
17040,2022-09-21 07:22:00-04:00,2022-09-21 09:48:00-04:00,d,20,0.4673,0.4502,7.70E-05,0.093558769
17041,2022-09-21 09:57:00-04:00,2022-09-21 12:15:00-04:00,d,20,0.423,0.4566,7.40E-05,0.119723522
17043,2022-09-21 13:10:00-04:00,2022-09-21 15:33:00-04:00,d,20,0.4233,0.457,8.50E-05,0.078695791
17044,2022-09-21 15:50:00-04:00,2022-09-21 18:22:00-04:00,d,20,0.4209,0.4545,7.80E-05,0.097580357
17046,2022-09-21 18:43:00-04:00,2022-09-21 20:43:00-04:00,d,20,0.4176,0.4509,8.00E-05,0.090410632
17047,2022-09-21 22:15:00-04:00,2022-09-21 22:43:00-04:00,d,20,0.4185,0.452,0.000181,0.01492579
17048,2022-09-21 22:48:00-04:00,2022-09-22 00:25:00-04:00,d,20,0.4153,0.4484,8.50E-05,0.077984769
17049,2022-09-22 00:32:00-04:00,2022-09-22 03:26:00-04:00,d,20,0.4099,0.4426,6.30E-05,0.149628984
17050,2022-09-22 03:33:00-04:00,2022-09-22 04:18:00-04:00,d,20,0.4068,0.4393,0.000137,0.029910134
17051,2022-09-22 04:25:00-04:00,2022-09-22 07:54:00-04:00,d,20,0.4039,0.4361,5.80E-05,0.1584917
17052,2022-09-22 08:02:00-04:00,2022-09-22 11:46:00-04:00,d,20,0.3961,0.4276,5.40E-05,0.188188313
17053,2022-09-22 11:58:00-04:00,2022-09-22 12:07:00-04:00,d,20,0.3932,0.4245,0.000314,0.005633747
17054,2022-09-22 12:13:00-04:00,2022-09-22 13:33:00-04:00,d,20,0.3934,0.4247,0.000109,0.042551412
17055,2022-09-22 14:57:00-04:00,2022-09-22 16:25:00-04:00,d,20,0.3935,0.4248,8.70E-05,0.07101752
17056,2022-09-22 16:34:00-04:00,2022-09-22 18:30:00-04:00,d,20,0.3892,0.4202,7.20E-05,0.103304989
17057,2022-09-22 18:35:00-04:00,2022-09-22 20:00:00-04:00,d,20,0.3863,0.417,8.20E-05,0.080956605
17058,2022-09-22 21:55:00-04:00,2022-09-22 23:10:00-04:00,d,20,-0.3079,-0.3357,0.000562,0.067893415
17059,2022-09-22 23:14:00-04:00,2022-09-23 00:31:00-04:00,d,20,-0.3282,-0.3578,0.000596,0.066633294
17060,2022-09-23 00:39:00-04:00,2022-09-23 04:35:00-04:00,d,20,-0.3224,-0.3515,0.000324,0.223567917
17061,2022-09-23 04:38:00-04:00,2022-09-23 06:28:00-04:00,d,20,-0.3182,-0.3468,0.000468,0.103507213
17063,2022-09-23 06:46:00-04:00,2022-09-23 10:38:00-04:00,d,20,-0.3159,-0.3443,0.000332,0.199770166
17065,2022-09-23 12:02:00-04:00,2022-09-23 14:00:00-04:00,d,20,-0.3152,-0.3436,0.000457,0.106908269
17227,2022-10-20 03:15:00-04:00,2022-10-20 07:10:00-04:00,d,20,0.4422,0.4744,0.000774,0.181735636
17229,2022-10-20 07:57:00-04:00,2022-10-20 08:10:00-04:00,d,20,0.427,0.458,0.002781,0.014736909
17230,2022-10-20 08:23:00-04:00,2022-10-20 09:59:00-04:00,d,20,0.4228,0.4532,0.001112,0.078167958
17231,2022-10-20 10:04:00-04:00,2022-10-20 10:31:00-04:00,d,20,0.4183,0.4488,0.001994,0.023078815
17233,2022-10-20 10:42:00-04:00,2022-10-20 13:21:00-04:00,d,20,0.4109,0.4407,0.000791,0.152188906
17236,2022-10-20 13:41:00-04:00,2022-10-20 14:45:00-04:00,d,20,0.4064,0.4267,0.001352,0.045763212
17237,2022-10-21 01:29:00-04:00,2022-10-21 06:11:00-04:00,d,20,0.4091,0.4296,0.000627,0.225287426
17239,2022-10-21 06:32:00-04:00,2022-10-21 10:15:00-04:00,d,20,0.4063,0.4266,0.000646,0.222516939
17240,2022-10-21 10:19:00-04:00,2022-10-21 13:57:00-04:00,d,20,0.4044,0.4246,0.000655,0.217027318
17242,2022-10-21 14:21:00-04:00,2022-10-21 17:03:00-04:00,d,20,0.3955,0.4144,0.000825,0.125276607
17243,2022-10-21 20:05:00-04:00,2022-10-21 20:37:00-04:00,d,20,0.4034,0.4235,0.001633,0.035313275
17244,2022-10-21 20:42:00-04:00,2022-10-21 21:09:00-04:00,d,20,0.4015,0.4216,0.001948,0.023200015
17245,2022-10-21 21:17:00-04:00,2022-10-22 01:03:00-04:00,d,20,0.3952,0.4149,0.000621,0.219488539
17246,2022-10-22 01:07:00-04:00,2022-10-22 04:29:00-04:00,d,20,0.3877,0.4071,0.000635,0.208896546
17248,2022-10-22 04:42:00-04:00,2022-10-22 08:16:00-04:00,d,20,0.3859,0.4052,0.000626,0.208663485
17249,2022-10-22 08:20:00-04:00,2022-10-22 09:22:00-04:00,d,20,0.3833,0.4025,0.001135,0.063770027
17252,2022-10-22 10:05:00-04:00,2022-10-22 10:31:00-04:00,d,20,0.3818,0.4009,0.001769,0.025208045
17253,2022-10-22 10:44:00-04:00,2022-10-22 11:20:00-04:00,d,20,0.3815,0.4005,0.001681,0.025811929
17254,2022-10-22 11:23:00-04:00,2022-10-22 11:27:00-04:00,d,20,0.3805,0.3995,0.004852,0.003688929
17255,2022-10-22 11:36:00-04:00,2022-10-22 11:55:00-04:00,d,20,0.3805,0.3995,0.00208,0.018348628
17258,2022-10-22 12:25:00-04:00,2022-10-22 13:48:00-04:00,d,20,0.3786,0.3975,0.001046,0.071256334
17261,2022-10-22 14:17:00-04:00,2022-10-22 15:29:00-04:00,d,20,0.3755,0.3943,0.001021,0.0767836
17262,2022-10-22 15:35:00-04:00,2022-10-22 19:09:00-04:00,d,20,0.3527,0.3703,0.000583,0.206215745
17263,2022-10-22 19:15:00-04:00,2022-10-22 21:03:00-04:00,d,20,0.3652,0.3834,0.000827,0.10854804
17264,2022-10-23 02:20:00-04:00,2022-10-23 05:59:00-04:00,d,20,-0.2322,-0.2548,8.40E-05,0.222619506
17265,2022-10-23 06:02:00-04:00,2022-10-23 10:50:00-04:00,d,20,-0.265,-0.2908,9.90E-05,0.200553241
17266,2022-10-23 11:02:00-04:00,2022-10-23 12:52:00-04:00,d,20,-0.266,-0.2919,0.000141,0.101868865
17268,2022-10-23 22:14:00-04:00,2022-10-23 23:16:00-04:00,d,20,-0.2323,-0.2548,0.000225,0.060464901
17269,2022-10-23 23:41:00-04:00,2022-10-24 03:10:00-04:00,d,20,-0.2566,-0.2816,0.000154,0.162479249
17270,2022-10-24 07:17:00-04:00,2022-10-24 11:11:00-04:00,d,20,-0.2759,-0.3028,0.000128,0.199660045
17271,2022-10-24 11:23:00-04:00,2022-10-24 14:57:00-04:00,d,20,-0.273,-0.2996,0.000113,0.160343119
17272,2022-10-24 15:29:00-04:00,2022-10-24 16:44:00-04:00,d,20,-0.2711,-0.2975,0.000185,0.059874808
17273,2022-10-24 16:56:00-04:00,2022-10-24 20:50:00-04:00,d,20,-0.2707,-0.2968,9.70E-05,0.220582392
17274,2022-10-24 20:54:00-04:00,2022-10-25 00:41:00-04:00,d,20,-0.2774,-0.3045,0.0001,0.218755206
17275,2022-10-25 00:44:00-04:00,2022-10-25 01:08:00-04:00,d,20,-0.2762,-0.3031,0.000299,0.025270189
17276,2022-10-25 01:13:00-04:00,2022-10-25 04:36:00-04:00,d,20,-0.2791,-0.3064,0.000122,0.144800357
17277,2022-10-25 06:00:00-04:00,2022-10-25 09:47:00-04:00,d,20,-0.2802,-0.3075,0.000102,0.215560674
17278,2022-10-25 09:51:00-04:00,2022-10-25 13:53:00-04:00,d,20,-0.2801,-0.3074,0.000107,0.186189568
17281,2022-10-25 15:34:00-04:00,2022-10-25 18:32:00-04:00,d,20,-0.2798,-0.3071,0.000113,0.172559558
17282,2022-10-25 18:36:00-04:00,2022-10-25 21:00:00-04:00,d,20,-0.2784,-0.3055,0.000128,0.134119679
17283,2022-10-25 21:04:00-04:00,2022-10-26 00:50:00-04:00,d,20,-0.2768,-0.3038,0.000101,0.214114628
17284,2022-10-26 00:54:00-04:00,2022-10-26 02:45:00-04:00,d,20,-0.2739,-0.3006,0.000148,0.095940979
17286,2022-10-26 03:01:00-04:00,2022-10-26 04:25:00-04:00,d,20,-0.2737,-0.3005,0.000175,0.065844994
17287,2022-10-26 04:30:00-04:00,2022-10-26 08:28:00-04:00,d,20,-0.2733,-0.3,9.70E-05,0.222552086
17288,2022-10-26 08:35:00-04:00,2022-10-26 12:15:00-04:00,d,20,-0.2708,-0.2972,0.000112,0.16149993
17289,2022-10-26 12:31:00-04:00,2022-10-26 16:10:00-04:00,d,20,-0.2704,-0.2968,0.000143,0.097127076
17290,2022-10-26 16:28:00-04:00,2022-10-26 18:24:00-04:00,d,20,-0.2683,-0.2944,0.000136,0.110064334
17292,2022-10-26 18:41:00-04:00,2022-10-26 19:45:00-04:00,d,20,-0.2669,-0.293,0.000187,0.058118938
17293,2022-10-26 21:31:00-04:00,2022-10-27 01:12:00-04:00,d,20,-0.2652,-0.2912,9.50E-05,0.219139974
17294,2022-10-27 01:17:00-04:00,2022-10-27 04:47:00-04:00,d,20,-0.2618,-0.2873,9.70E-05,0.216323535
17295,2022-10-27 04:50:00-04:00,2022-10-27 06:15:00-04:00,d,20,-0.2616,-0.2873,0.000153,0.084415993
17296,2022-10-27 06:30:00-04:00,2022-10-27 07:55:00-04:00,d,20,-0.2601,-0.2855,0.000164,0.073526283
17491,2023-02-02 11:11:00-05:00,2023-02-02 12:08:00-05:00,d,15,0.4968,0.5307,0.000481,0.038019606
17492,2023-02-02 12:11:00-05:00,2023-02-02 15:44:00-05:00,d,15,0.4791,0.5121,0.000259,0.124634577
17493,2023-02-02 17:15:00-05:00,2023-02-02 21:15:00-05:00,d,15,0.4587,0.4903,0.000212,0.176904995
17494,2023-02-02 21:17:00-05:00,2023-02-03 01:21:00-05:00,d,15,0.4404,0.4708,0.000213,0.15360631
17495,2023-02-03 01:23:00-05:00,2023-02-03 03:04:00-05:00,d,15,0.4326,0.4624,0.000348,0.052225367
17496,2023-02-03 03:09:00-05:00,2023-02-03 05:25:00-05:00,d,15,0.4256,0.4551,0.000248,0.112339217
17497,2023-02-03 05:33:00-05:00,2023-02-03 10:12:00-05:00,d,15,0.4158,0.4446,0.000176,0.212815728
17498,2023-02-03 10:31:00-05:00,2023-02-03 12:28:00-05:00,d,15,0.4135,0.4422,0.000292,0.077595401
17500,2023-02-03 13:05:00-05:00,2023-02-03 15:32:00-05:00,d,15,0.4094,0.4376,0.000252,0.100694527
17501,2023-02-03 15:58:00-05:00,2023-02-03 16:13:00-05:00,d,15,0.4071,0.4354,0.000802,0.010593199
17502,2023-02-03 16:23:00-05:00,2023-02-03 19:24:00-05:00,d,15,0.4011,0.4291,0.000212,0.142672738
17504,2023-02-03 19:52:00-05:00,2023-02-03 20:08:00-05:00,d,15,0.3959,0.4237,0.000672,0.015773296
17505,2023-02-03 20:16:00-05:00,2023-02-04 00:17:00-05:00,d,15,0.3929,0.4203,0.000188,0.189808631
17506,2023-02-04 00:19:00-05:00,2023-02-04 04:25:00-05:00,d,15,0.3695,0.3954,0.000166,0.212927109
17507,2023-02-04 04:27:00-05:00,2023-02-04 08:23:00-05:00,d,15,0.3196,0.3421,0.000182,0.124410315
17508,2023-02-04 08:27:00-05:00,2023-02-04 12:09:00-05:00,d,15,0.3752,0.4014,0.00019,0.159201543
17509,2023-02-04 12:12:00-05:00,2023-02-04 15:31:00-05:00,d,15,0.3809,0.4076,0.000243,0.074688192
17510,2023-02-04 21:08:00-05:00,2023-02-05 01:13:00-05:00,d,15,0.3823,0.4091,0.000184,0.15711125
17511,2023-02-05 01:15:00-05:00,2023-02-05 02:19:00-05:00,d,15,0.3782,0.4049,0.000483,0.020492257
17512,2023-02-05 03:50:00-05:00,2023-02-05 07:45:00-05:00,d,15,0.3764,0.4028,0.000228,0.105010916
17513,2023-02-05 08:41:00-05:00,2023-02-05 10:51:00-05:00,d,15,0.3741,0.4003,0.000239,0.089605854
17523,2023-02-07 05:59:00-05:00,2023-02-07 06:25:00-05:00,d,15,-0.3732,-0.372,0.001317,0.011023749
17524,2023-02-07 06:28:00-05:00,2023-02-07 07:44:00-05:00,d,15,-0.3761,-0.375,0.00154,0.008944127
17527,2023-02-07 21:46:00-05:00,2023-02-08 01:54:00-05:00,d,15,-0.372,-0.3707,0.000436,0.133692312
17529,2023-02-08 03:03:00-05:00,2023-02-08 07:02:00-05:00,d,15,-0.3563,-0.3553,0.000378,0.162462916
17530,2023-02-08 07:05:00-05:00,2023-02-08 10:01:00-05:00,d,15,-0.3475,-0.3465,0.000411,0.126801962
17535,2023-02-09 01:20:00-05:00,2023-02-09 02:45:00-05:00,d,15,-0.343,-0.3419,0.000589,0.060946613
17537,2023-02-09 03:03:00-05:00,2023-02-09 05:59:00-05:00,d,15,-0.3349,-0.3339,0.000404,0.122906772
17538,2023-02-09 06:05:00-05:00,2023-02-09 10:03:00-05:00,d,15,-0.3412,-0.3402,0.000344,0.174974015
17540,2023-02-09 10:41:00-05:00,2023-02-09 14:42:00-05:00,d,15,-0.3299,-0.329,0.000334,0.118616344
17541,2023-02-09 14:50:00-05:00,2023-02-09 19:03:00-05:00,d,15,-0.3238,-0.3229,0.000339,0.151908424
17542,2023-02-09 19:06:00-05:00,2023-02-09 22:12:00-05:00,d,15,-0.3173,-0.3165,0.000388,0.114046612
17544,2023-02-10 21:24:00-05:00,2023-02-11 02:07:00-05:00,d,15,-0.2586,-0.2687,0.000173,0.20703494
17545,2023-02-11 02:10:00-05:00,2023-02-11 06:08:00-05:00,d,15,-0.2584,-0.2687,0.000198,0.158808675
17546,2023-02-11 06:10:00-05:00,2023-02-11 09:43:00-05:00,d,15,-0.2631,-0.2736,0.000205,0.156410029
17547,2023-02-11 10:12:00-05:00,2023-02-11 14:12:00-05:00,d,15,-0.3091,-0.317,0.000257,0.129975191
17548,2023-02-11 14:15:00-05:00,2023-02-11 15:55:00-05:00,d,15,-0.3091,-0.3123,0.000406,0.054700594
17549,2023-02-11 16:02:00-05:00,2023-02-11 20:00:00-05:00,d,15,-0.3112,-0.3144,0.000215,0.204427216
17550,2023-02-11 20:08:00-05:00,2023-02-12 00:07:00-05:00,d,15,-0.3103,-0.3136,0.000223,0.178067115
17551,2023-02-12 00:10:00-05:00,2023-02-12 04:04:00-05:00,d,15,-0.3105,-0.3139,0.000226,0.169269425
17552,2023-02-12 04:06:00-05:00,2023-02-12 06:03:00-05:00,d,15,-0.3105,-0.3138,0.000449,0.041129403
17554,2023-02-12 06:51:00-05:00,2023-02-12 08:53:00-05:00,d,15,-0.3091,-0.3124,0.000302,0.091755696
17555,2023-02-12 10:17:00-05:00,2023-02-12 14:11:00-05:00,d,15,-0.3083,-0.3115,0.000215,0.178477383
17556,2023-02-12 14:14:00-05:00,2023-02-12 16:14:00-05:00,d,15,-0.3061,-0.3093,0.000295,0.090097961
17557,2023-02-12 16:26:00-05:00,2023-02-12 17:15:00-05:00,d,15,-0.306,-0.3091,0.000474,0.035545185
17558,2023-02-12 17:22:00-05:00,2023-02-12 21:21:00-05:00,d,15,-0.3058,-0.3089,0.000219,0.173888798
17559,2023-02-12 21:23:00-05:00,2023-02-13 01:26:00-05:00,d,15,-0.3032,-0.3063,0.00021,0.179697167
17560,2023-02-13 01:28:00-05:00,2023-02-13 05:19:00-05:00,d,15,-0.3011,-0.3044,0.00021,0.18220003
17650,2023-02-25 10:45:00-05:00,2023-02-25 14:46:00-05:00,d,15,-0.4563,-0.441,8.50E-05,0.19322653
17651,2023-02-25 14:49:00-05:00,2023-02-25 15:46:00-05:00,d,15,-0.4141,-0.4002,0.000154,0.048453595
17652,2023-02-25 15:50:00-05:00,2023-02-25 17:17:00-05:00,d,15,-0.3993,-0.3859,0.000124,0.067269515
17653,2023-02-25 17:25:00-05:00,2023-02-25 21:26:00-05:00,d,15,-0.367,-0.3546,6.70E-05,0.199207339
17654,2023-02-25 21:28:00-05:00,2023-02-26 01:28:00-05:00,d,15,-0.3639,-0.3516,6.60E-05,0.202921418
17655,2023-02-26 01:50:00-05:00,2023-02-26 05:51:00-05:00,d,15,-0.3541,-0.3421,6.60E-05,0.176527834
17658,2023-02-26 06:26:00-05:00,2023-02-26 10:28:00-05:00,d,15,-0.3536,-0.3417,6.70E-05,0.186791271
17659,2023-02-26 10:36:00-05:00,2023-02-26 13:07:00-05:00,d,15,-0.341,-0.3294,8.70E-05,0.100496477
17661,2023-02-26 14:58:00-05:00,2023-02-26 18:58:00-05:00,d,15,-0.3369,-0.3255,6.20E-05,0.188527312
17662,2023-02-26 19:04:00-05:00,2023-02-26 22:30:00-05:00,d,15,-0.3394,-0.328,6.80E-05,0.162358695
17664,2023-02-26 22:43:00-05:00,2023-02-27 02:20:00-05:00,d,15,-0.3379,-0.3265,6.50E-05,0.177798398
17665,2023-02-27 02:28:00-05:00,2023-02-27 06:28:00-05:00,d,15,-0.3348,-0.3235,6.10E-05,0.177661395
17666,2023-02-27 06:30:00-05:00,2023-02-27 08:38:00-05:00,d,15,-0.3343,-0.3231,8.40E-05,0.094507538
17667,2023-02-27 08:41:00-05:00,2023-02-27 10:46:00-05:00,d,15,-0.3336,-0.3225,9.10E-05,0.078534559
17678,2023-03-01 22:12:00-05:00,2023-03-02 02:13:00-05:00,d,15,0.4741,0.4794,0.000337,0.123601753
17679,2023-03-02 02:15:00-05:00,2023-03-02 05:36:00-05:00,d,15,0.4647,0.4699,0.000306,0.095660386
17681,2023-03-02 06:42:00-05:00,2023-03-02 09:26:00-05:00,d,15,0.4583,0.4634,0.000371,0.104926565
17682,2023-03-02 13:59:00-05:00,2023-03-02 17:48:00-05:00,d,15,0.4565,0.4617,0.000978,0.015536191
17683,2023-03-02 20:05:00-05:00,2023-03-02 23:14:00-05:00,d,15,0.4452,0.4503,0.000312,0.149110218
17684,2023-03-02 23:21:00-05:00,2023-03-03 03:40:00-05:00,d,15,0.4307,0.4357,0.000273,0.176080954
17685,2023-03-03 03:43:00-05:00,2023-03-03 07:55:00-05:00,d,15,0.4173,0.4222,0.000271,0.178716686
17686,2023-03-03 08:04:00-05:00,2023-03-03 10:03:00-05:00,d,15,0.4099,0.4147,0.000527,0.044231198
17687,2023-03-03 20:24:00-05:00,2023-03-03 21:08:00-05:00,d,15,0.3932,0.376,0.000292,0.033650503
17688,2023-03-03 23:19:00-05:00,2023-03-04 00:55:00-05:00,d,15,0.4092,0.3913,0.000215,0.06906412
17689,2023-03-04 01:03:00-05:00,2023-03-04 02:57:00-05:00,d,15,0.4116,0.3935,0.000191,0.088382416
17690,2023-03-04 03:04:00-05:00,2023-03-04 03:30:00-05:00,d,15,0.4184,0.4,0.00042,0.019705482
17691,2023-03-04 03:37:00-05:00,2023-03-04 06:32:00-05:00,d,15,0.4179,0.3995,0.000164,0.1312355
17692,2023-03-04 06:41:00-05:00,2023-03-04 07:55:00-05:00,d,15,0.4114,0.3934,0.000234,0.060664185
17693,2023-03-04 12:27:00-05:00,2023-03-04 14:37:00-05:00,d,15,0.4114,0.3934,0.000215,0.069623529
17694,2023-03-04 19:09:00-05:00,2023-03-04 23:08:00-05:00,d,15,0.4009,0.3833,0.00013,0.187925729
17695,2023-03-04 23:16:00-05:00,2023-03-05 03:32:00-05:00,d,15,0.3918,0.3746,0.000131,0.174656956
17696,2023-03-05 03:34:00-05:00,2023-03-05 07:22:00-05:00,d,15,0.3836,0.3668,0.000141,0.146415205
17697,2023-03-05 07:25:00-05:00,2023-03-05 11:26:00-05:00,d,15,0.3788,0.3622,0.000123,0.184104131
17698,2023-03-05 11:35:00-05:00,2023-03-05 15:07:00-05:00,d,15,0.3717,0.3554,0.000125,0.178957275
17699,2023-03-05 15:14:00-05:00,2023-03-05 16:07:00-05:00,d,15,0.3683,0.3521,0.00028,0.035002427
17700,2023-03-05 19:29:00-05:00,2023-03-05 23:29:00-05:00,d,15,0.3662,0.3501,0.000119,0.179190926
17701,2023-03-05 23:32:00-05:00,2023-03-06 03:45:00-05:00,d,15,0.3612,0.3454,0.000114,0.181379183
17702,2023-03-06 03:48:00-05:00,2023-03-06 08:10:00-05:00,d,15,0.3532,0.3378,0.000112,0.178621876
17780,2023-03-15 20:10:00-04:00,2023-03-15 20:58:00-04:00,d,15,0.4761,0.4892,0.000366,0.038672182
17781,2023-03-15 21:14:00-04:00,2023-03-15 23:06:00-04:00,d,15,0.4702,0.4832,0.000263,0.077438423
17782,2023-03-15 23:24:00-04:00,2023-03-16 00:02:00-04:00,d,15,0.4646,0.4772,0.000409,0.030280039
17783,2023-03-16 00:06:00-04:00,2023-03-16 03:13:00-04:00,d,15,0.4511,0.4634,0.000184,0.144464838
17784,2023-03-16 05:32:00-04:00,2023-03-16 06:57:00-04:00,d,15,0.4408,0.4528,0.000292,0.053839032
17785,2023-03-16 07:05:00-04:00,2023-03-16 10:44:00-04:00,d,15,0.4303,0.442,0.000161,0.168040993
17786,2023-03-16 10:48:00-04:00,2023-03-16 14:23:00-04:00,d,15,0.4183,0.4297,0.000162,0.161128195
17787,2023-03-16 14:43:00-04:00,2023-03-16 19:01:00-04:00,d,15,0.4113,0.4224,0.000153,0.167279744
17788,2023-03-16 19:06:00-04:00,2023-03-16 22:34:00-04:00,d,15,0.4012,0.4121,0.000151,0.167032984
17789,2023-03-16 22:39:00-04:00,2023-03-17 01:58:00-04:00,d,15,0.3903,0.4009,0.000148,0.166491004
17790,2023-03-17 02:10:00-04:00,2023-03-17 05:29:00-04:00,d,15,0.384,0.3943,0.000145,0.167596992
17791,2023-03-17 05:35:00-04:00,2023-03-17 09:30:00-04:00,d,15,0.3774,0.3876,0.000147,0.155915543
